transaction_id,carrier_id,carrier_name,transaction_type,document_type,timestamp,hour_of_day,day_of_week,email,phone,ip_address,region,state,amount,session_duration_seconds,pages_visited,failed_attempts,device_type,browser,is_anomaly,anomaly_type,risk_score
TXN-000975,CR-0187,Ferguson-Gonzalez Logistics,DRIVER_ONBOARDING,COMPLIANCE_FORM,2026-04-09 17:28:39,17,Thursday,shelbykelly@example.com,001-785-726-0139,141.191.208.123,West Coast,NH,0.0,1061,7,0,Mobile,Firefox,False,NONE,17.6
TXN-000914,CR-0200,"Garcia, Mcdaniel and Wilson Logistics",AUTHORITY_RENEWAL,VEHICLE_REGISTRATION,2026-04-09 17:31:53,17,Thursday,morganjames@example.org,(255)911-0302,193.156.215.145,Northwest,AK,462.62,843,2,1,Desktop,Chrome,False,NONE,17.3
TXN-001747,CR-0042,Woods-Rivera Logistics,AUTHORITY_RENEWAL,COMPLIANCE_FORM,2026-04-09 18:02:58,18,Thursday,cory91@example.org,001-298-735-7997x1678,88.136.144.213,Northwest,DE,202.1,1174,2,1,Desktop,Chrome,False,NONE,7.4
TXN-A00173,CR-0173,Schmitt and Sons Trucking,ADDRESS_CHANGE,INSURANCE_CERTIFICATE,2026-04-09 18:09:53,18,Thursday,temp7199@tempmail.com,555-916-2180,10.123.135.80,Southwest,KY,0.0,283,7,1,Desktop,Chrome,True,FAKE_IDENTITY,84.8
TXN-000045,CR-0003,Graham-Vincent Logistics,DOCUMENT_SUBMISSION,COMPLIANCE_FORM,2026-04-09 18:29:25,18,Thursday,andrewpowell@example.org,(774)255-7468x8566,123.174.140.41,Southeast,SC,493.83,672,12,2,Mobile,Edge,False,NONE,25.4
TXN-000758,CR-0123,"West, Carter and Smith Logistics",CONTACT_UPDATE,PASSPORT,2026-04-09 20:17:47,20,Thursday,nedwards@example.org,812.848.7099,60.27.10.128,Northeast,FL,215.76,681,14,1,Tablet,Chrome,False,NONE,27.9
TXN-000403,CR-0126,"Beasley, Jackson and Reeves Trucking",DOCUMENT_SUBMISSION,PASSPORT,2026-04-09 21:12:26,21,Thursday,dbates@example.com,792-225-4727,150.46.166.126,Northeast,MD,215.63,1317,12,0,Desktop,Safari,False,NONE,3.1
TXN-000705,CR-0088,Brown LLC Freight,VEHICLE_ADDITION,DRIVERS_LICENSE,2026-04-09 23:30:41,23,Thursday,kenneth04@example.org,(735)856-7723x885,189.2.41.134,West Coast,WV,0.0,120,10,0,Desktop,Firefox,False,NONE,6.5
TXN-000141,CR-0005,Rivera-Larson Trucking,VEHICLE_ADDITION,VEHICLE_REGISTRATION,2026-04-10 00:35:03,0,Friday,jamesbrett@example.net,(532)481-6960x8616,155.4.5.136,West Coast,FL,8.57,1725,13,1,Mobile,Firefox,False,NONE,3.2
TXN-001201,CR-0042,Woods-Rivera Logistics,ADDRESS_CHANGE,DRIVERS_LICENSE,2026-04-10 06:15:48,6,Friday,cory91@example.org,001-298-735-7997x1678,169.195.135.234,Northwest,DE,0.0,1509,15,0,Desktop,Firefox,False,NONE,3.9
TXN-000004,CR-0148,Jones-Harris Logistics,CONTACT_UPDATE,PASSPORT,2026-04-10 08:02:20,8,Friday,dhartman@example.org,958.746.9090x23810,161.1.134.237,West Coast,DC,0.0,203,12,2,Mobile,Chrome,False,NONE,21.6
TXN-000471,CR-0166,"Johnston, Taylor and West Transport",IDENTITY_VERIFICATION,PASSPORT,2026-04-10 08:43:51,8,Friday,brandonjohnson@example.net,+1-297-998-5832x36333,110.104.62.30,West Coast,VI,0.0,1692,15,0,Desktop,Edge,False,NONE,12.7
TXN-000306,CR-0051,Stewart Inc Transport,IDENTITY_VERIFICATION,COMPLIANCE_FORM,2026-04-10 08:47:35,8,Friday,timothybennett@example.net,8989874760,88.122.207.3,Southeast,FL,0.0,1799,12,0,Mobile,Edge,False,NONE,9.0
TXN-000644,CR-0048,Wiley-Page Transport,INSURANCE_UPDATE,COMPLIANCE_FORM,2026-04-10 09:49:47,9,Friday,jennifer50@example.org,409-530-9976,79.222.68.255,Southeast,MA,0.0,1506,14,1,Mobile,Firefox,False,NONE,5.7
TXN-000346,CR-0016,Ramirez-Stevenson Transport,NEW_CARRIER_REGISTRATION,DRIVERS_LICENSE,2026-04-10 09:50:07,9,Friday,dsmith@example.org,(969)380-1360,119.14.120.168,Southeast,MN,0.0,615,12,1,Mobile,Chrome,False,NONE,0.6
TXN-000966,CR-0005,Rivera-Larson Trucking,VEHICLE_ADDITION,COMPLIANCE_FORM,2026-04-10 10:12:46,10,Friday,jamesbrett@example.net,(532)481-6960x8616,170.98.100.10,West Coast,FL,0.0,1704,10,1,Mobile,Edge,False,NONE,21.2
TXN-000578,CR-0200,"Garcia, Mcdaniel and Wilson Logistics",NEW_CARRIER_REGISTRATION,COMPLIANCE_FORM,2026-04-10 10:28:02,10,Friday,morganjames@example.org,(255)911-0302,92.65.54.130,Northwest,AK,0.0,1368,13,1,Desktop,Safari,False,NONE,22.4
TXN-000536,CR-0037,Sutton Ltd Trucking,CONTACT_UPDATE,COMPLIANCE_FORM,2026-04-10 11:10:33,11,Friday,penny36@example.net,341-774-5030x63324,112.138.244.109,West Coast,AR,0.0,1724,9,2,Mobile,Firefox,False,NONE,0.0
TXN-A00094,CR-0198,"Roberts, Martin and Nunez Trucking",VEHICLE_ADDITION,PASSPORT,2026-04-10 11:21:06,11,Friday,temp1450@tempmail.com,555-890-1973,10.8.149.21,West Coast,SC,0.0,358,6,3,Desktop,Chrome,True,FAKE_IDENTITY,78.1
TXN-000657,CR-0177,Walter-Jacobs Freight,COMPLIANCE_CHECK,VEHICLE_REGISTRATION,2026-04-10 11:41:41,11,Friday,jeremyhill@example.com,(596)846-8116x363,115.223.161.163,Midwest,VI,0.0,965,5,0,Desktop,Edge,False,NONE,4.7
TXN-000216,CR-0021,Rogers Inc Transport,CONTACT_UPDATE,VEHICLE_REGISTRATION,2026-04-10 11:54:05,11,Friday,deborahpeterson@example.net,(864)229-4372x4094,58.129.147.231,Northeast,MT,310.14,306,14,0,Tablet,Firefox,False,NONE,29.2
TXN-000441,CR-0143,"Bell, Graham and Alvarez Trucking",AUTHORITY_RENEWAL,INSURANCE_CERTIFICATE,2026-04-10 12:36:25,12,Friday,robinflores@example.net,+1-723-335-6071x18202,85.52.48.214,Southeast,AZ,21.12,1752,6,1,Desktop,Edge,False,NONE,6.7
TXN-001489,CR-0005,Rivera-Larson Trucking,AUTHORITY_RENEWAL,COMPLIANCE_FORM,2026-04-10 13:24:07,13,Friday,jamesbrett@example.net,(532)481-6960x8616,113.204.75.191,West Coast,FL,0.0,287,11,0,Desktop,Chrome,False,NONE,3.6
TXN-000626,CR-0155,Young PLC Logistics,COMPLIANCE_CHECK,COMPLIANCE_FORM,2026-04-10 13:37:23,13,Friday,yibarra@example.org,227-523-6481x372,141.72.33.187,Northwest,NE,0.0,582,6,0,Tablet,Edge,False,NONE,13.7
TXN-000086,CR-0048,Wiley-Page Transport,CONTACT_UPDATE,VEHICLE_REGISTRATION,2026-04-10 15:05:24,15,Friday,jennifer50@example.org,409-530-9976,184.250.93.18,Southeast,MA,494.17,1194,2,0,Desktop,Edge,False,NONE,29.4
TXN-000509,CR-0173,Nelson-Scott Transport,IDENTITY_VERIFICATION,VEHICLE_REGISTRATION,2026-04-10 15:23:53,15,Friday,jasonmiller@example.net,(906)223-8726,170.205.249.217,West Coast,ME,0.0,1474,13,0,Desktop,Firefox,False,NONE,6.0
TXN-001198,CR-0084,Potts-Ellis Logistics,CONTACT_UPDATE,VEHICLE_REGISTRATION,2026-04-10 15:37:51,15,Friday,perryanna@example.org,(273)918-5154,69.164.78.61,West Coast,PA,0.0,401,7,1,Mobile,Firefox,False,NONE,23.7
TXN-001951,CR-0076,Fox and Sons Transport,DRIVER_ONBOARDING,INSURANCE_CERTIFICATE,2026-04-10 16:05:16,16,Friday,taylor35@example.net,447-780-0527x532,100.64.22.86,Northwest,VT,0.0,170,3,0,Desktop,Chrome,False,NONE,24.3
TXN-001191,CR-0164,"Adams, Smith and Pope Transport",NEW_CARRIER_REGISTRATION,PASSPORT,2026-04-10 16:46:02,16,Friday,tylersmith@example.org,951.406.8858,124.165.106.39,Southeast,UT,0.0,1115,13,1,Tablet,Safari,False,NONE,6.3
TXN-000067,CR-0055,"Dominguez, Roberts and Logan Freight",NEW_CARRIER_REGISTRATION,COMPLIANCE_FORM,2026-04-10 16:48:04,16,Friday,berryalexa@example.com,+1-439-945-7192x9025,115.75.84.31,Midwest,OR,87.85,838,10,1,Desktop,Safari,False,NONE,2.2
TXN-001607,CR-0035,Cook-Snyder Logistics,INSURANCE_UPDATE,COMPLIANCE_FORM,2026-04-10 17:57:30,17,Friday,zphillips@example.com,(949)805-5672,128.11.91.91,Northwest,MT,0.0,1603,3,1,Mobile,Safari,False,NONE,23.4
TXN-001982,CR-0185,"Mitchell, Gill and Taylor Trucking",NEW_CARRIER_REGISTRATION,COMPLIANCE_FORM,2026-04-10 18:50:55,18,Friday,michaelwilliams@example.com,565-938-5326x381,105.143.63.221,Northeast,MN,0.0,715,10,0,Tablet,Edge,False,NONE,5.5
TXN-000860,CR-0184,Matthews-Davis Freight,DOCUMENT_SUBMISSION,PASSPORT,2026-04-10 19:40:30,19,Friday,michellegillespie@example.net,+1-213-476-2227,162.110.202.32,West Coast,FL,378.97,1247,14,1,Mobile,Safari,False,NONE,12.4
TXN-001089,CR-0141,Martinez-Morris Freight,VEHICLE_ADDITION,DRIVERS_LICENSE,2026-04-10 19:55:14,19,Friday,zhill@example.org,(744)603-9265,189.77.233.142,West Coast,RI,376.15,143,6,2,Desktop,Safari,False,NONE,8.1
TXN-000398,CR-0081,Lynch-Terry Trucking,DRIVER_ONBOARDING,COMPLIANCE_FORM,2026-04-10 20:43:56,20,Friday,carloscuevas@example.com,(723)758-7015x73825,60.25.235.137,Northeast,PW,326.03,618,7,0,Mobile,Safari,False,NONE,19.6
TXN-001472,CR-0100,"Gutierrez, Salinas and Smith Trucking",IDENTITY_VERIFICATION,INSURANCE_CERTIFICATE,2026-04-10 21:55:10,21,Friday,umartinez@example.net,651.550.8438,197.105.53.47,Northwest,NJ,0.0,1075,15,0,Desktop,Safari,False,NONE,0.4
TXN-001021,CR-0101,Henry and Sons Trucking,CONTACT_UPDATE,INSURANCE_CERTIFICATE,2026-04-11 01:03:10,1,Saturday,gregory24@example.net,314-492-3453x0483,180.202.4.29,Southeast,MP,4.43,1721,4,0,Desktop,Edge,False,NONE,24.0
TXN-001606,CR-0064,Sweeney Group Freight,NEW_CARRIER_REGISTRATION,PASSPORT,2026-04-11 01:35:18,1,Saturday,whitneyapril@example.com,+1-869-793-6722x2857,118.146.116.104,West Coast,MA,324.51,979,2,0,Mobile,Firefox,False,NONE,11.3
TXN-001641,CR-0035,Cook-Snyder Logistics,ADDRESS_CHANGE,INSURANCE_CERTIFICATE,2026-04-11 03:16:25,3,Saturday,zphillips@example.com,(949)805-5672,136.41.177.52,Northwest,MT,348.06,810,5,2,Desktop,Firefox,False,NONE,29.1
TXN-A00011,CR-0025,Perez Group Trucking,ADDRESS_CHANGE,PASSPORT,2026-04-11 03:57:02,3,Saturday,emilymoyer@example.com,335-244-3835,189.135.217.133,Northeast,SC,118.43,55,7,2,Mobile,Chrome,True,UNUSUAL_HOUR,62.5
TXN-001465,CR-0117,Curry Ltd Transport,INSURANCE_UPDATE,DRIVERS_LICENSE,2026-04-11 07:31:11,7,Saturday,stefanie92@example.com,264-442-4218x761,81.117.69.228,Northeast,PA,212.41,1192,10,2,Mobile,Edge,False,NONE,25.2
TXN-000500,CR-0106,Christensen LLC Logistics,VEHICLE_ADDITION,VEHICLE_REGISTRATION,2026-04-11 07:42:20,7,Saturday,derek70@example.org,803-241-9449x770,195.209.65.91,Northwest,IL,0.0,1091,2,0,Mobile,Firefox,False,NONE,23.6
TXN-000504,CR-0167,Gomez-Chavez Trucking,CONTACT_UPDATE,PASSPORT,2026-04-11 08:15:44,8,Saturday,davidbrown@example.com,+1-999-253-4629x567,161.216.161.220,Northwest,IN,0.0,1636,9,0,Desktop,Chrome,False,NONE,5.0
TXN-000383,CR-0061,Jordan Ltd Freight,COMPLIANCE_CHECK,COMPLIANCE_FORM,2026-04-11 08:42:21,8,Saturday,mariacasey@example.org,(779)741-1640x396,69.190.239.183,West Coast,GU,0.0,1280,9,0,Desktop,Edge,False,NONE,5.3
TXN-001537,CR-0060,"Rojas, Collier and Luna Logistics",INSURANCE_UPDATE,INSURANCE_CERTIFICATE,2026-04-11 08:44:31,8,Saturday,austin70@example.net,(609)244-0808x9062,135.200.95.200,Northwest,CT,0.0,1674,2,1,Tablet,Firefox,False,NONE,14.2
TXN-001100,CR-0134,Brown-Kelley Transport,VEHICLE_ADDITION,COMPLIANCE_FORM,2026-04-11 09:06:05,9,Saturday,sarawallace@example.org,001-812-201-5644x7081,119.221.169.133,Southwest,VI,0.0,1221,3,0,Desktop,Firefox,False,NONE,22.7
TXN-000826,CR-0049,"Mcguire, Green and Murray Freight",ADDRESS_CHANGE,INSURANCE_CERTIFICATE,2026-04-11 09:12:38,9,Saturday,robert99@example.net,922-586-7499,95.251.76.67,Southwest,WA,0.0,787,11,0,Mobile,Edge,False,NONE,24.9
TXN-000909,CR-0050,"Hayes, Thompson and Morgan Freight",VEHICLE_ADDITION,PASSPORT,2026-04-11 09:22:51,9,Saturday,yorkalexis@example.org,001-337-378-2691x6997,68.58.247.243,Southeast,NM,61.74,1574,11,2,Desktop,Edge,False,NONE,4.3
TXN-001284,CR-0147,Black-Clark Trucking,DRIVER_ONBOARDING,VEHICLE_REGISTRATION,2026-04-11 10:08:23,10,Saturday,vrice@example.net,(385)243-8829,68.201.119.93,West Coast,PR,0.0,301,9,0,Desktop,Chrome,False,NONE,20.1
TXN-001051,CR-0076,Fox and Sons Transport,ADDRESS_CHANGE,DRIVERS_LICENSE,2026-04-11 10:32:03,10,Saturday,taylor35@example.net,447-780-0527x532,191.123.11.240,Northwest,VT,0.0,456,6,2,Desktop,Chrome,False,NONE,4.4
TXN-000035,CR-0139,Robbins LLC Transport,ADDRESS_CHANGE,COMPLIANCE_FORM,2026-04-11 12:03:16,12,Saturday,hkeller@example.org,844-299-5577,98.133.93.160,Northeast,NY,101.78,1184,4,2,Desktop,Edge,False,NONE,3.6
TXN-000530,CR-0159,Smith-Baker Trucking,INSURANCE_UPDATE,COMPLIANCE_FORM,2026-04-11 13:48:41,13,Saturday,judylong@example.com,(841)449-7821,63.246.146.134,Northeast,IL,9.33,1408,10,0,Desktop,Firefox,False,NONE,7.4
TXN-000218,CR-0071,Gamble and Sons Logistics,COMPLIANCE_CHECK,VEHICLE_REGISTRATION,2026-04-11 13:58:14,13,Saturday,alison23@example.net,663-434-8127x123,53.202.180.160,Southwest,MA,56.26,366,4,0,Desktop,Chrome,False,NONE,27.7
TXN-001581,CR-0001,"Parks, Greene and Alvarez Trucking",DRIVER_ONBOARDING,COMPLIANCE_FORM,2026-04-11 14:14:48,14,Saturday,barbara81@example.org,6947026869,178.224.87.161,Northeast,OH,133.96,247,8,1,Desktop,Chrome,False,NONE,25.1
TXN-000337,CR-0024,"Hernandez, Olsen and King Trucking",DRIVER_ONBOARDING,COMPLIANCE_FORM,2026-04-11 14:36:24,14,Saturday,susan96@example.net,(888)590-6016x8560,105.188.20.186,West Coast,IN,0.0,1751,13,1,Mobile,Chrome,False,NONE,17.9
TXN-001911,CR-0109,Anderson-Rogers Logistics,INSURANCE_UPDATE,VEHICLE_REGISTRATION,2026-04-11 14:49:58,14,Saturday,thompsonbrittany@example.org,+1-330-885-0335x2942,92.146.89.60,Northeast,TX,0.0,1224,6,0,Desktop,Firefox,False,NONE,18.3
TXN-000278,CR-0198,Carey and Sons Logistics,CONTACT_UPDATE,DRIVERS_LICENSE,2026-04-11 14:54:55,14,Saturday,zhill@example.com,(716)513-3573,124.35.119.129,Southeast,AR,0.0,1088,2,1,Mobile,Firefox,False,NONE,22.7
TXN-001888,CR-0059,Rodriguez-Lopez Logistics,IDENTITY_VERIFICATION,VEHICLE_REGISTRATION,2026-04-11 15:05:29,15,Saturday,hlopez@example.org,001-959-839-7038x90300,138.148.250.47,Northwest,OR,0.0,1378,4,0,Desktop,Safari,False,NONE,17.9
TXN-001709,CR-0074,"Lara, Jones and Stokes Logistics",IDENTITY_VERIFICATION,COMPLIANCE_FORM,2026-04-11 15:15:00,15,Saturday,pagesarah@example.com,001-947-392-1523x826,101.198.240.8,West Coast,GA,317.21,1594,2,1,Mobile,Edge,False,NONE,21.2
TXN-000285,CR-0187,Ferguson-Gonzalez Logistics,ADDRESS_CHANGE,COMPLIANCE_FORM,2026-04-11 15:18:11,15,Saturday,shelbykelly@example.com,001-785-726-0139,71.56.115.156,West Coast,NH,0.0,1760,8,1,Mobile,Firefox,False,NONE,18.7
TXN-001585,CR-0133,"Travis, Smith and Jones Transport",ADDRESS_CHANGE,COMPLIANCE_FORM,2026-04-11 16:36:14,16,Saturday,elizabethvaldez@example.net,(602)847-9840x07881,58.241.16.39,Southwest,OR,83.47,1786,3,0,Desktop,Safari,False,NONE,1.2
TXN-001950,CR-0191,"Sullivan, Sanchez and Thomas Transport",DOCUMENT_SUBMISSION,PASSPORT,2026-04-11 17:48:20,17,Saturday,nicholaswilliams@example.org,335.676.6260,63.216.151.189,Midwest,NE,0.0,703,4,0,Desktop,Chrome,False,NONE,29.7
TXN-001826,CR-0174,Martin-Roach Logistics,DOCUMENT_SUBMISSION,COMPLIANCE_FORM,2026-04-11 17:51:05,17,Saturday,patricia35@example.com,(320)288-1704x8319,89.6.225.54,Northwest,KS,408.64,894,8,0,Mobile,Firefox,False,NONE,9.3
TXN-000327,CR-0154,Davis-Chan Transport,ADDRESS_CHANGE,INSURANCE_CERTIFICATE,2026-04-11 19:35:48,19,Saturday,shannon28@example.org,001-495-504-7869x096,91.18.136.40,Southwest,VT,270.8,989,2,1,Desktop,Firefox,False,NONE,26.5
TXN-000547,CR-0109,Anderson-Rogers Logistics,VEHICLE_ADDITION,DRIVERS_LICENSE,2026-04-11 20:58:00,20,Saturday,thompsonbrittany@example.org,+1-330-885-0335x2942,113.51.43.85,Northeast,TX,48.36,1042,8,1,Desktop,Safari,False,NONE,25.2
TXN-001942,CR-0040,Lee-Simon Freight,DOCUMENT_SUBMISSION,VEHICLE_REGISTRATION,2026-04-12 06:03:38,6,Sunday,bwallace@example.org,919-692-9300x899,140.18.56.225,Southwest,GU,0.0,126,6,0,Desktop,Firefox,False,NONE,6.4
TXN-001327,CR-0154,Davis-Chan Transport,COMPLIANCE_CHECK,DRIVERS_LICENSE,2026-04-12 07:43:34,7,Sunday,shannon28@example.org,001-495-504-7869x096,68.121.77.97,Southwest,VT,79.56,1594,10,0,Tablet,Chrome,False,NONE,7.9
TXN-000345,CR-0138,York PLC Trucking,ADDRESS_CHANGE,VEHICLE_REGISTRATION,2026-04-12 08:34:49,8,Sunday,julia24@example.com,903-907-5524x1350,183.193.67.141,Northwest,AZ,70.67,1491,12,0,Desktop,Chrome,False,NONE,7.7
TXN-001561,CR-0177,Walter-Jacobs Freight,VEHICLE_ADDITION,PASSPORT,2026-04-12 09:21:32,9,Sunday,jeremyhill@example.com,(596)846-8116x363,140.3.82.25,Midwest,VI,69.79,1251,12,0,Desktop,Chrome,False,NONE,15.5
TXN-001178,CR-0043,Walker-Curtis Transport,DRIVER_ONBOARDING,COMPLIANCE_FORM,2026-04-12 09:43:51,9,Sunday,elizabeth29@example.net,8099770967,133.48.137.195,Northeast,NV,0.0,763,8,0,Desktop,Edge,False,NONE,28.4
TXN-A00139,CR-0044,"Simmons, Vega and Crosby Trucking",DRIVER_ONBOARDING,VEHICLE_REGISTRATION,2026-04-12 10:03:12,10,Sunday,hoganthomas@example.net,358-587-8034,54.183.187.69,Northeast,CT,0.0,17,1,1,Desktop,Chrome,True,DUPLICATE_SUBMISSION,64.2
TXN-000023,CR-0063,Gomez-Edwards Freight,DRIVER_ONBOARDING,COMPLIANCE_FORM,2026-04-12 10:37:39,10,Sunday,leongibson@example.net,953.824.9660x36140,144.122.142.136,West Coast,DE,275.19,780,13,0,Desktop,Firefox,False,NONE,3.6
TXN-000133,CR-0058,Payne-Robinson Trucking,NEW_CARRIER_REGISTRATION,VEHICLE_REGISTRATION,2026-04-12 10:45:33,10,Sunday,justinatkins@example.com,3149707658,86.207.119.235,Northeast,ME,0.0,913,10,0,Desktop,Safari,False,NONE,6.1
TXN-001542,CR-0140,"Hines, Stevens and Ochoa Trucking",COMPLIANCE_CHECK,VEHICLE_REGISTRATION,2026-04-12 11:18:40,11,Sunday,ashleybrown@example.com,+1-502-347-0015x7375,118.215.142.104,West Coast,AZ,0.0,827,4,2,Mobile,Chrome,False,NONE,6.2
TXN-000615,CR-0187,Ferguson-Gonzalez Logistics,AUTHORITY_RENEWAL,INSURANCE_CERTIFICATE,2026-04-12 11:52:51,11,Sunday,shelbykelly@example.com,001-785-726-0139,90.254.6.141,West Coast,NH,0.0,1029,7,1,Desktop,Safari,False,NONE,8.5
TXN-001735,CR-0087,"Hall, Chavez and Robbins Logistics",AUTHORITY_RENEWAL,PASSPORT,2026-04-12 12:10:22,12,Sunday,katienorris@example.com,542.301.3287,167.222.166.179,Southeast,ND,273.53,519,7,0,Tablet,Safari,False,NONE,12.3
TXN-001266,CR-0140,"Hines, Stevens and Ochoa Trucking",DRIVER_ONBOARDING,PASSPORT,2026-04-12 13:09:05,13,Sunday,ashleybrown@example.com,+1-502-347-0015x7375,118.160.229.59,West Coast,AZ,5.91,1493,14,1,Desktop,Chrome,False,NONE,21.5
TXN-000114,CR-0090,Rodriguez Group Freight,CONTACT_UPDATE,COMPLIANCE_FORM,2026-04-12 13:59:03,13,Sunday,jill30@example.net,6952196001,120.74.32.147,Southeast,PA,197.27,766,14,1,Desktop,Safari,False,NONE,28.7
TXN-A00182,CR-0094,Allen-Snyder Trucking,AUTHORITY_RENEWAL,INSURANCE_CERTIFICATE,2026-04-12 14:52:51,14,Sunday,uthomas@example.org,855-927-8908,192.178.91.64,Midwest,FM,0.0,26,1,1,Desktop,Chrome,True,DUPLICATE_SUBMISSION,69.3
TXN-000130,CR-0173,Nelson-Scott Transport,ADDRESS_CHANGE,PASSPORT,2026-04-12 15:03:57,15,Sunday,jasonmiller@example.net,(906)223-8726,112.190.12.103,West Coast,ME,377.19,1649,2,0,Tablet,Firefox,False,NONE,24.5
TXN-001362,CR-0193,Lopez and Sons Logistics,ADDRESS_CHANGE,COMPLIANCE_FORM,2026-04-12 15:57:13,15,Sunday,jkim@example.org,4819601749,153.119.137.146,Northwest,OH,0.0,1131,9,0,Desktop,Edge,False,NONE,26.8
TXN-001158,CR-0024,"Hernandez, Olsen and King Trucking",NEW_CARRIER_REGISTRATION,PASSPORT,2026-04-12 16:31:03,16,Sunday,susan96@example.net,(888)590-6016x8560,171.237.99.237,West Coast,IN,466.24,196,14,1,Desktop,Safari,False,NONE,2.0
TXN-000034,CR-0103,"Zimmerman, Moyer and Gibson Transport",VEHICLE_ADDITION,INSURANCE_CERTIFICATE,2026-04-12 17:35:24,17,Sunday,cturner@example.com,894.907.4012,59.117.23.81,Northeast,IA,0.0,1642,8,2,Mobile,Chrome,False,NONE,19.7
TXN-001202,CR-0008,Brown and Sons Logistics,AUTHORITY_RENEWAL,DRIVERS_LICENSE,2026-04-12 17:48:58,17,Sunday,chelseagonzalez@example.net,001-240-909-7379x06831,75.35.204.94,Southeast,MO,86.63,151,6,1,Desktop,Edge,False,NONE,15.6
TXN-001554,CR-0175,Ray PLC Transport,CONTACT_UPDATE,VEHICLE_REGISTRATION,2026-04-12 18:14:50,18,Sunday,christianmatthew@example.org,278.806.9773,153.149.130.209,Southeast,UT,0.0,1664,5,1,Mobile,Firefox,False,NONE,5.8
TXN-001521,CR-0129,Miller-Williams Freight,INSURANCE_UPDATE,PASSPORT,2026-04-13 04:10:19,4,Monday,gsmith@example.net,(400)724-4826x388,115.172.223.76,Southeast,CA,0.0,869,4,0,Mobile,Edge,False,NONE,17.6
TXN-001634,CR-0144,"Mack, Campbell and Walker Trucking",DOCUMENT_SUBMISSION,DRIVERS_LICENSE,2026-04-13 05:10:04,5,Monday,pamelascott@example.org,855.331.7067,152.62.48.169,West Coast,TX,201.64,664,9,1,Mobile,Firefox,False,NONE,4.4
TXN-000016,CR-0139,Robbins LLC Transport,NEW_CARRIER_REGISTRATION,DRIVERS_LICENSE,2026-04-13 05:22:43,5,Monday,hkeller@example.org,844-299-5577,107.167.18.200,Northeast,NY,99.68,101,11,0,Desktop,Chrome,False,NONE,16.9
TXN-A00145,CR-0148,"Lindsey, Hayes and Lopez Trucking",IDENTITY_VERIFICATION,INSURANCE_CERTIFICATE,2026-04-13 05:51:19,5,Monday,gtownsend@example.org,917.459.8136x3847,85.131.120.58,Northwest,FL,288.46,117,8,0,Mobile,Chrome,True,UNUSUAL_HOUR,72.2
TXN-001383,CR-0082,Garcia Inc Transport,DRIVER_ONBOARDING,DRIVERS_LICENSE,2026-04-13 06:14:12,6,Monday,webbtara@example.com,8365191568,187.204.203.214,Midwest,VT,0.0,1729,10,1,Desktop,Edge,False,NONE,10.2
TXN-000124,CR-0145,Lamb Inc Trucking,COMPLIANCE_CHECK,VEHICLE_REGISTRATION,2026-04-13 07:53:58,7,Monday,qrice@example.net,(834)814-2702x4041,190.232.130.52,Northwest,MS,0.0,731,15,0,Desktop,Firefox,False,NONE,21.5
TXN-000173,CR-0148,Jones-Harris Logistics,NEW_CARRIER_REGISTRATION,DRIVERS_LICENSE,2026-04-13 07:54:59,7,Monday,dhartman@example.org,958.746.9090x23810,174.202.88.229,West Coast,DC,0.0,1665,15,0,Desktop,Firefox,False,NONE,13.2
TXN-001110,CR-0111,"Parker, Horton and Robinson Freight",IDENTITY_VERIFICATION,INSURANCE_CERTIFICATE,2026-04-13 08:04:45,8,Monday,nguyenkevin@example.net,(932)967-7765x828,90.122.97.2,Midwest,OK,0.0,418,12,1,Desktop,Chrome,False,NONE,22.9
TXN-001339,CR-0153,Hunt LLC Transport,VEHICLE_ADDITION,COMPLIANCE_FORM,2026-04-13 08:50:08,8,Monday,woodchristopher@example.net,252-576-9626x228,145.148.98.102,Southeast,WV,0.0,550,2,0,Tablet,Firefox,False,NONE,7.2
TXN-001673,CR-0045,"Smith, Harris and King Transport",AUTHORITY_RENEWAL,VEHICLE_REGISTRATION,2026-04-13 09:27:51,9,Monday,simpsonjames@example.net,(398)686-4863,120.2.2.14,Southwest,VI,0.0,1127,14,1,Mobile,Firefox,False,NONE,8.7
TXN-001718,CR-0093,"Brown, Lamb and Barr Transport",VEHICLE_ADDITION,VEHICLE_REGISTRATION,2026-04-13 09:46:14,9,Monday,kennethatkins@example.com,217-520-1695,71.96.176.124,Southwest,MO,74.41,250,3,0,Mobile,Edge,False,NONE,15.8
TXN-001245,CR-0107,"Lee, Scott and Shaffer Freight",DOCUMENT_SUBMISSION,VEHICLE_REGISTRATION,2026-04-13 11:04:10,11,Monday,nicole36@example.com,001-885-569-6497,170.194.190.124,Southeast,MA,0.0,589,11,0,Mobile,Chrome,False,NONE,16.4
TXN-A00128,CR-0171,Levy and Sons Trucking,NEW_CARRIER_REGISTRATION,DRIVERS_LICENSE,2026-04-13 13:34:55,13,Monday,irwinkaylee@example.com,(622)532-6547x599,68.107.19.217,Midwest,DE,626.88,6,2,4,Desktop,Chrome,True,VELOCITY_SPIKE,73.5
TXN-A00188,CR-0065,"Erickson, Miller and Patterson Trucking",VEHICLE_ADDITION,VEHICLE_REGISTRATION,2026-04-13 15:54:49,15,Monday,temp3680@tempmail.com,555-546-8792,10.234.30.98,Northeast,RI,0.0,246,4,2,Desktop,Chrome,True,FAKE_IDENTITY,88.7
